name, address,number,Availability,BGroup
Indian Red Cross Society ,"Blood Bank, Area Hospital, Gadwal, Mahaboobnagar",08546 271757,NO,O+
Government District Head Quarters Hospital Blood Bank,"Ground Floor, Mahaboobnagar",N/A,,O+
Indian Red Cross Society Blood Bank,"Ground & First Floor,D.No.1-6-65/5/A,1-6-65/5/A, Modern High School Chourastha","08542 223225,08542 246225 ",YES,O+
IRCS & RCH-II  Blood Bank District Hospital Wanaparthy ,"Blood Bank, District Hospital,Wanaparthy, WANAPARTHY",08545 230133,NO,O+
SVS Medical College Hospital Blood Bank,"Blood Bank, Ist Floor, Yenugonda, Mahaboobnagar",9958758150,,O+
Maheshwara Medical College and Maheshwara Hospital Blood Bank,"1st floor, Maheshwara Hospital Building, Isnapur Cross Road, Chitkul Village, Patancheru Mandal, Medak",NA,NO,O+
Bharat Heavy Electricals Limited Hospital ,"Blood Bank, Ramachandrapuram, Medak",040 23184386,,O+
The APVVP District Head Quarters Hospital,"Blood Bank, Sangareddy, Medak",N/A,,O+
M.N.R. Medical College Hospital,"Blood Bank, Fasalwadi, Narsapur Road, Sangareddy, Medak",,,O+
Indian Red Cross Society,"Blood Bank, Area Hospital Premises, Siddipet,  Medak",NA,NO,O+
Government District Head Quarter Hospital Nalgonda,"Blood Bank, District Head Quarters Hospital Premises, 1st Floor, Old Building, Nalgonda",N/A,NO,O+
Jyothi Hospital Blood Bank," Blood Bank, Ground Floor, Near Hanuman Temple, Church Road, Miryalaguda, Nalgonda",,,O+
Indian Red Cross Society," Blood Bank, D.No. 5-6-300, Red cross Bhavan, Near RTC Bus Stand, Nalgonda",N/A,,O+
Kamineni Institute of Medical Sciences Hospital ,"Blood Bank, Ground Floor, Sreepuram, Narketpally, Nalgonda",,,O+
Lions Club Blood Bank,"Govt Area Hospital, Main Road , Suryapet - Nalgonda Dist  08684-224699",08684 224699,,O+
"Indian Red Cross Society ,RCH-II","Blood Bank, RCH-II, TVVP Area Hospital, 1st Floor, Suryapet, dist:Suryapet.",8684224699,YES,O+
Sai Prasad Orthopedic Hospital,"Blood Bank, H.No.1-2-270/45/3, Opposite Vijetha Hotel, Suryapet, Nalgonda",08684 223223,NO,O+
Indian Red Cross Society,"Blood Bank, Area Hospital, Kamareddy, Nizamabad",08468 221096,,O+
V.T.Thakur Memorial Rotary,"Blood Bank, H.No.1-4-31/1, Godown Road, Bathukammakunta, Kamareddy, Nizamabad",08468 222222,NO,O+
The Government District Headquarters Hospital ,"Blood Bank, 7th  Floor, Khaleelwadi, R.P. Road, Nizamabad",08462 251251,YES,O+
Indian Red Cross Society,"Blood Bank, M.R.O. Office, Complex, Khaleelwadi, Nizamabad",08462 222002,YES,O+
Perali Narasaiah Memorial Charitable Trust ,"Blood Bank, H.No.5-7-71, Khaleelwadi, Nizamabad",08462 220141,NO,O+
S.B.Voluntary Blood Bank," H.No.5-6-812, 3rd Floor, Amrutha Laxmi Hospital, Opposite Rajiv Gandhi Auditorium, Khaleelwadi, Nizamabad",08462 646430,NO,O+
M.M.Voluntary Blood Bank,"4-194, Ferozguda, Balanagar, Hyderabad",040 23774469,,O+
BBR Multispeciality Hospital Blood Bank,"H. No.: 7-4-194, Ferozguda, Near Bank of India, Balanagar, Hyderabad","040 23773333, 040 23778800",YES,O+
Janani Voluntary Blood Bank,"D.No.125-28-11/1, GPR Complex, KPHB Colony, Kukatpally, Hyderabad",040 23150496,YES,O+
Life Voluntary Blood Bank,"MIG-323,Above Syndicate Bank,Road no-4, Remedy hospital lane,  First Floor, KPHB Colony, Phase-I, Kukatpally, Ranga Reddy. ","040 23059222, 040 23159222",NO,O+
Ozone Institute of Medical Sciences Hospital Blood Bank,"H. No.: 11-13-201/33, Plot No. 23, 25 & 26. Road No. 4, Green Hills Colony, L. B. Nagar, Hyderabad","040 30108109, 040 64556533",YES,O+
Rajyalakshmi Charitable Trust Blood Bank (A Unit of Rajyalakshmi Charitable Trust),"1st Floor, D.No.18-77/78, Street No.3, Kamala Nagar, Chaitanyapuri, Dilsukhnagar, Hyderabad",040 64597760,YES,O+
Kamineni Hospitals Private Limited Blood Bank,"Sy.No. 68, L.B.Nagar, Hyderabad",,,O+
Continental Hospital Blood Bank,"Plot No. 3, Road No. 2, IT & Financial district, Nanakramguda, Hyderabad","040 67000000, Extn: 1105",YES,O+
Asian Blood Bank of Asian Health Foundation,"Plot No.2, 2nd floor, Shanthi Surabhi Complex, Dr.A.S.Rao Nagar X roads,  Hyderabad",NA,NO,O+
ADRM Hospital and Blood Bank,"4th Floor, D.No. 9-2, Plot No. 3, Ramanthapur, Hyderabad",040 27035588,YES,O+
Narayana Hrudayalaya Mallareddy Hospital Blood Bank," # 1-1-216, Suraram &#39;X&#39; Road, Qutbullapur Mandal, Jeedimetla, Hyderabad","040 23783106, 040  23783000 Extn: 3106",YES,O+
Ram Hospital Blood Bank,"2nd Floor,Ram Hospital, D.No.57/A, Shapur Nagar, IDA., Jeedimetla, Hyderabad",040 23095757.9703730554,YES,O+
Malla Reddy Medical College and Malla Reddy General Hospital Blood Bank,"Survey No.138, Suraram Main Roads, Quthbullapur Mandal",040 23783000 Extn: 3106,NO,O+
Shadan Institute of Medical Sciences Teaching Hospital & Research Centre Blood Bank,"Peerancheru, Himayath Sagar Road, Rajendra Nagar Mandal",040-20021037,,O+
Aware Global Hospital Blood Bank,"Ground Floor(North Block), Room No. 702 to 710, D.No.08-16-01, Sowbhagya Nagar, Sagar Road, Saroor Nagar",040 24111111 Extn: 787,,O+
Medicity Institute of Medical Sciences Blood Bank,"Hospital Building, Ground Floor, Ghanapur(V), Medchal Mandal",08418 256256 Extn: 238,YES,O+
Usha Mullapudi Cardiac Centre,"Gajularamaramb (v), Quthbullapur Municipality",040 23090609 Ext: 221 & 224,,O+
Bhaskar Medical College and General Hospital Blood Bank,"Sy. No.220, 221/2 & 228, Yenkapally Village, Moinabad Mandal",08413 235446 Extn: 214,,O+
Dr. V. R. K. Womens college and general Hospital Blood Bank,"Sy.No.176/38, Aziznagar(v), Moinabad Mandal",08413 235074,,O+
SLMS Hospital Blood Bank,"Nagole &#39;x&#39; Roads, Ranga Reddy",040 64579998,NO,O+
Ayaan Institute of Medical Sciences (AIMS),"Teaching Hospital & Research Centre, Kanakammadi Village, Moinabad Mandal",,,O+
Citizens Hospital Blood Bank,"D.No.1-100/1/CCH, Nallagandla Village, Serilingampally Mandal","040 67191919, 040-67192580 Extn: 2581/2582, ",YES,O+
Indian Red Cross Society Blood Bank,"Govt. Community Health Centre, Vikarabad, Ranga Reddy",08416 252227,NO,O+
"Indian Red Cross Society, Blood Bank","Opp: Dist. Collectorate, Subedari,Hanamkonda.",0870 2456765,YES,O+
Indian Red Cross Society Blood Bank RCH-II ( Jangaon),"Sub Divisional Branch, 1st Floor, Area Hospital Premises, Janagaon, Warangal",,,O+
Government Mahatma Gandhi Memorial Hospital Blood Bank,"MGM  Hospital Blood Bank, 1st Floor, O.P.Block, MGM. Hospital, Warangal",NA,YES,O+
Warangal Institute of Medical Sciences Blood Bank,"D.No 7/45/7, Thimmapur, Hunter Road, Warangal",,,O+
Saint Anns Hospital Blood Bank,"FATHIMANAGAR NIT (POST) WARANGAL DT. TELANGANA STATE 
",NA,NO,O+
Singareni Collieries Company Limited Area Hospital Blood Bank,"Bhupalpalli, Warangal ",08713 248104,YES,O+
Mother Voluntary Blood Bank,"MAS (Multipurpose Amicable Social Services Society), D.No.11-26-231, 1st Floor, Opp: MGM Hospital, Warangal",NA,YES,O+
Kakatiya Voluntary Blood Bank (A Unit of Life Care Medical and Educational Society),"Telengana Bhavan, Opposite Alankar Main Road, Hanumakonda, Warangal",0870-2448243,NO,O+
Bimal Singha Memorial Hospital Blood Bank,"Bimal Singha Memorial Hospital Kamalpur,  DhalaiTripura
",03826 262232,NO,O+
District Hospital Gomati Blood Bank,"District Hospital,Near Tepania Eco Park, Udaipur Gomati, ",N/A,YES,O+
District Hospital  Blood Bank Dharmanagar,"District Hospital North Tripura, Hospital Road",0382 2231621,NO,O+
R.G.M Hospital Blood Bank Unakoti ,"District Hospital Unakoti, Kailashahar, Unakoti, Opp to District Jail",0382 4222221,NO,O+
Indira Gandhi Memorial Hospital Blood Bank,"Indira Gandhi Memorial (I.G.M) Hospital, Akhaura Road, Agartala, Tripura West.","0381 2325736, 0381 2326614, 0381 2315875",NO,O+
Tripura Medical College and Dr. B.R.A.M. Teaching Hospital Blood Bank,"Tripura Medical College, Hapania, Agartala, West Tripura.",0381 2374144,YES,O+
ILS Hospital Blood Bank,"Capital Complex Extension, P.O. New Secretariat, Kunjaban, Agartala, Tripura.

",0381 2415000,YES,O+
Agartala Govt. Medical College GBP Hospital Blood Bank,"Agartala Government Medical College and G.B. Hospital Complex, P.O.- Kunjaban, Agartala, Tripura",0381 2355069,YES,O+
Military Hospital,"Idgah Colony, Agra, Uttar Pradesh 282001",0562 2452712,,O+
Samarpan Blood Bank,"Samarpan Bhawan
Delhi Gate","0562 2855080, 0562 4004644",YES,O+
District Hospital Blood Bank,"MG Road, Chhipitola, Rakabganj, Agra
",0562 2463043,YES,O+
S.N. Medical College,Meerut,05622 260353,,O+
Agra City Blood Bank,"71, M.G. Road, Opposite to  Subhash Park",0562 2262122,NO,O+
Goyal Jan Suvidha Charitable Blood Bank,Sanjay Place,0562 3255164,,O+
Life Line Charitable Blood Bank,"156 A, Gulab Rai Marg, Delhi Gate",9997031902,YES,O+
Pushpanjali Hospital and Research Centre Private limited,Delhi Gate,0562 4024000,YES,O+
Sanjeevani Charitable Blood Bank ,"A Unit of Sanjeevani Charitable Trust, 2/42A, Ramnagar Colony, Church Road",0562 2858573,,O+
Lions Agra Mahan Charitable Blood Bank (Suspande),"35/76, Mughal Road, Kamla Nagar",N/A,,O+
 Lokhitam Blood Bank,"D-520, Kamla Nagar","0562 3276700, 0562 22883111",YES,O+
G.R. Hospital and Research Centre Private limited,"Near Bhole Baba Dairy, Barauli Ahir, Shamsabad Road",9027111947,YES,O+
Pushpa Maa Samaj Charitable Blood bank,"1st Floor, Gihar Complex, Khandari, X-ing, NH - 2,",0562 6451121,YES,O+
Sri Jagdamba Charitable Blood Bank and Component,"D-101, Phase-2, Trans Yamuna Colony,","0562 6541977, 0562 3259291",,O+
Manav Seva Charitable Blood Bank,"5/75, Old Mathura Road, Madiya Kayra",7500809089,YES,O+
Moolchand Medicity Blood Bank,"Khasra No. 643, Artoni, Delhi Tathura Road, NH-2,",,YES,O+
Amrit Charitable Blood Bank,"3, Jamuna Complex, 100 Futa X-Ing, Shamshabad Road",,YES,O+
Om Charitable Blood Bank ,"31/1C/A, Raja Ram Ki Bagiya, Rajapur Chungi, Saheed Nagar",,YES,O+
"Malkhan Singh, District Hospital Blood Bank","Rasalganj Road, City, Aligarh",0571 2523338,YES,O+
Har Prasad Blood Bank,Badaun,0571 2405420,,O+
J.N. Medical College Blood Bank,"AMU Aligarh
","0571 2720016, 0571 2721113, 0571 2720014",YES,O+
Dev Hospital Blood Bank,"18/205, Sarai Khirni, Agra Road",0571 2410061,NO,O+
Jeevan Jyoti Blood Bank," A Unit of Jeevan Jyoti Hospital, Soot Mill Crossing, G.T. Road",0571 2400515,YES,O+
"Jeevan Sanjeevan Blood Bank, Jeevan Hospital","2/151, Bela marg, Vishnupuri",0571 2506162,,O+
Life Care Charibable Blood Bank,"Basement Narayani Hospital, Atroli Bus Stand, Ramghat Road",9927762424,YES,O+
Shanti Nursing Home Blood Bank,"Shanti Nursing Home, Complex, Ramghat Road",0571-2742300,YES,O+
"S.R.N. Hospital, M.L. N. Medical College","Hanuman Mandir, Swarooprani Hospital, North Malaka",0532 2256507,YES,O+
Military Hospital Blood Bank,Mahoba,N/A,,O+
Moti Lal Nehru District Hospital Blood Bank,"12 Dr. Katjoo Road, Allahabad Near Railway Station
",0532 2240031,YES,O+
S.M. Medicare Private Limited Blood Bank," 146, Karnal Ganj",0532 2461665,,O+
AMA (Allahabad Medical Association) Blood Bank,"Stanely Road, Allahabad
",0532 2266513,YES,O+
Tejbahadur Sapru Hospital Blood Bank,Stanley Road,0532 2267687,YES,O+
Mahamaya Rajkiya Allopathic Medical College,"Mahamaya Rajkiya Allopathic Medical College, Saddarpur Tanda 
",05273 213000,NO,O+
Jyotibaphule Combined District Hospital Blood Bank,,N/A,,O+
Venkateshwara Institute of Medical Sciences Blood Bank," Run by Shri Bankey Bihari Educational and Welfare Trust, NH-24, Rajabpur, Gajraula",N/A,,O+
District Combined Hospital Blood Bank,,0592 2253065,,O+
District Hospital Blood Bank,,0583 242239,,O+
Govt. Medical College & Super Facility Hospital Azamgarh,"First Floor, Campus Of Govt. Medical College",,YES,O+
District Hospital Blood Bank,"District Hospital Blood Bank, Azamgarh
",05462 265172,YES,O+
Maha Mritunijaya Hospital Lord Budha Medical College Blood Bank,,05462 245777,,O+
District Combined Hospital Blood Bank,"Bhajan Vihar, Baghpat",,,O+
"M/s Astha Blood Bank and Components, Astha Multispeciality Hospital","near P.N. Sharma Park, Delhi Road",N/A,,O+
District Hospital Blood Bank,"Friganj, Bahraich",05252 237265,,O+
District Hospital Blood Bank,"District Hospital Blood Bank
",N/A,NO,O+
Combined District Hospital Blood Bank,"Combined District Hospital, Balrampur
",05263 235776,NO,O+
District Hospital Blood Bank,"District Hospital, Banda
",05192 220415,NO,O+
District Hospital Blood Bank,"District Hospital, Barabanki",05248 228580,NO,O+
Hind Institute of Medical Sciences,"Near Minar Canal, Safedabad-Faizabad Road",05248 221399,YES,O+
Mayo Institute of Medical Sciences Blood Bank,"Run by Bodhisatva Charitable Trust, Faizabad Road, Gadia aizabad Road, Gadia, Barabanki, Dharsani","05248 229696, 05248 229595",YES,O+
Military Hospital Blood Bank,Hamirpur,0581 2403584,,O+
District Hospital Blood Bank,"Civil Lines, Bareilly, Uttar Pradesh
",0581 2550009,YES,O+
Ganga Sheel Charitable Trust Blood Bank," A-3, Rampur Garden","0581 2510083, 0581 2510140",YES,O+
Sri Ram Murti Samarak Institute of Medical Sciences Blood Bank,"Bareilly - Nainital Road, Bhojipura, Bareilly, Uttar Pradesh",0581 2582014-25,YES,O+
Keshav Madho Blood Bank and Pathology,,0581 2540318,,O+
Ruhelkhand Medical College and Hospital Blood Bank,Pilibhit By Pass Road,"0581 2526011, 0581 2526012",YES,O+
Clara Swain Mission Hospital Blood Bank,"Civil Lines, Bareilly",0581 2500000,,O+
IMA Blood Bank,"IMA Bhawan, 110, Civil Lines",0581 2422900,,O+
IMA Blood Bank,"Run by Indian Medical Association, Civil Lines",N/A,,O+
Rajshree Medical Research Institute,"21 Km Near Toll Plaza, Rampur Road Bareilly",8192000281,YES,O+
District Hospital Blood Bank,Bhinga,05542 283273,,O+
M/s Sewa Blood Bank,"R.K. Puram, Near Kotwali",5542209030,NO,O+
OPEC Hospital Blood Bank,"OPEC Hospital, Basti
",05542 283021,YES,O+
District Hospital Blood Bank,Lakhimpur Khiri,01342 262710,,O+
Sarvodaya Jankalyan Samati,"Near Exchange, Kalagarh Road, Dharmpur","04344 230464, 04334 233533",,O+
Shubham Sarvam Charitable Blood Bank, Civil Lines,,YES,O+
District Hospital Blood Bank,Bareilly,05832 266264,,O+
Wadhwa Blood Bank,"Chattari Compound, Teachers Colony Road, Near Lala Ka Chaurah",05732 233998,,O+
Babu Banarasi Das District Hospital Blood Bank,Gonda,05732 254633,,O+
NAPS (Narora Atomic Power Station) Hospital Blood Bank,Narora,05734 222261,,O+
Pt. Kamlapati District Combined Hospital,"District Combined Hospital, Chandauli
",05412 260497,NO,O+
Combined District Hospital Blood Bank,"Combined District Hospital
",05198 236555,NO,O+
District Hospital Blood Bank,"Saket Nagar, Deoria",05568 227691,,O+
District Hospital Blood Bank,Ferozabad,0574 2234091,,O+
Dr. Bhimrao Ambedkar Combined Hospital (District Hospital),"Civil Lines, Etawah
",05688 255526,NO,O+
Rural Institute of Medical Sciences and Research,Safai,05688 276563,YES,O+
Achintya Charitable,"199/180-A, Friends Colony, Bharathana Chauraha Road",5688263015,NO,O+
District Hospital Blood Bank,Shahjahanpur,05278 220078,,O+
Chandan Diagnostics Center and Blood Bank,"Mukut Complex Near District Hospital Rakabganj, Lajpat Nagar, Faizabad",N/A,,O+
The Care Hospital Blood Bank,"5C/A-22, Avas Vikas, Near Lohiya Hospital",05692-240248,YES,O+
Dr. Ram Manohar Lohiya Joint Hospital,"Dr. Ram Manohar Lohiya Joint Hospital, Farrukhabad
",05692 240256,NO,O+
District Hospital Blood Bank,"MDR 110W, LIC Officers Colony, Awas Vikas Colony, Farrukhabad",N/A,,O+
District Hospital Blood Bank,Azamgarh,N/A,,O+
Shyam Nursing Home and Blood Bank,"400/761, Civil Line (Near S.P. Residence)",05180 221166,NO,O+
"SNM, District Hospital Blood Bank","Rehna Road, Bypass Road Company Baag, Arya Nagar
",9639011119,NO,O+
Jeevan Dhara Blood Bank,"8 Buddh Ashram, Bye Paas Road",N/A,,O+
Dr. M.C. Agrawal Hospital and Research Centre Private limited,"Kotla Chungi, Bye Pass Road",N/A,,O+
F.H. Hospital Blood Bank,"Near Etmadpur, Railway over Bridge NH-2, Tundla District, Firozabad",,,O+
Sevarth Sansthan Blood Bank,"Sevarth Sansthan Seth Bimal Kumar Jain Trauma and Phsytherapy Dharmarth Samiti, NH-2, Agra Road","05612 240022, 05612 240033",,O+
Naveen Hospital,Railway Road,0120 2321356,,O+
International Hospital Private Limited Blood Bank," B-22, Sector -62","0120 4300222,0120 2400222 ",,O+
Noida Charitable Blood Bank," 2Nd Floor, Khasra No. 587, I Block Near Shiv Mandir, Moolchand Tower Village-Chaura Sec-22, Noida",0120-2414555,YES,O+
Sharda Hospital Blood Bank,"Plot No. 32-34, Knowledge Park-III",0120 3212361,,O+
Kailash Hospital Llimited," A unit of Kailash Group of Hospitals Limited, 23 KP-1, NEAR PARI CHOWK","0120 2327338, 0120 2327339",YES,O+
Shri Krishna Life Line Hospital Blood Bank ,"NH-22D, Sector Tau Swarn Nagri, Greater Noida, Gautam Buddha Nagar",120 2399180,YES,O+
Kailash Hospital and Heart Institute ,"A Unit of Kailash Healthcare Limited, H-33, Sector-27, Noida",0120 2444444,,O+
Metro Hospital and Heart Institute,"X-1, Sector -12","0120 2533491,0120 2533489",YES,O+
Prayag Hospital and Research Centre,"J-206/A-01, Sector-41",0120 4021900,,O+
Prakash Hospital Blood Bank,"D-12, 12-A, 12-B, Sector-33",0120 2505264,YES,O+
Rotary Noida Research and Social Welfare Trust Blood Bank,"E-2, IMA House, Sector-31, Nithari",0120 4282685,NO,O+
Dr. Bhimrao Ambedkar Multi Specialty Hospital Blood Bank,Sector-30,N/A,NO,O+
Yatharth Wellness Super Speciality Hospital and Heart Care Blood Bank,"NH-01, Sector-110",N/A,YES,O+
Jaypee Hospital Blood Bank,"A Unit of Jaypee Healthcare Limited, Sector-128",0120 4582868,YES,O+
Modern Pathology and Blood Bank,"SA-96, Shastri Nagar",0120 2752570,NO,O+
Santosh Medical and Dental College,Kushinagar,"0120 2791741, 0120 2791735",,O+
"MMG, District Hospital Blood Bank","MMG, District Hospital Ghaziabad",0120 2853030,YES,O+
Yashoda Hospital and Research,3rd M Nehru Nagar ,"0120 4182000, ext.128",YES,O+
Life Line Blood Bank,"Life Line Blood Bank 3rd B2 Nehru Nagar
",0120 2793989,YES,O+
"Yashoda Hospital and Research Centre Limited, Kaushambi","H-1, Kaushambi, Near Dabur Chowk, Ghaziabad",0120 4181900,YES,O+
Lok Priya Hospital Blood Bank," G.T. Road, Modinagar",01232 247556,,O+
"Pushpanjali Crossley Hospital (Max Superspeciality Hospital, Vaishali)","W-3, Sector-I, Vaishali",0120 4173042,YES,O+
M/s Shanti Gopal Hospital Blood Bank,"Plot No. NH-1, Ahinsa Khand-II, Indrapuram",0120 4777000,YES,O+
Divya Joyati Institute Of Medical Science & Research,"Niwari Road, Road, Modinagar
",,NO,O+
Family Health Care Hospital Blood Bank,"15-H.C. -1 Vasundhara, Gaziabad, Uttar Pradesh",0120 4225556,YES,O+
Atlanta Mediworld Multispeciality Hospital,"NH-1, Sector-14, Vasundhara",1204735555-1302,YES,O+
Idst Mayo Hospital Blood Bank,"Delhi Meerut Road, Nh-58, Kadrabad, Modinagar",8449711767,NO,O+
Bhagwan Buddha Charitable Blood Bank,"1St Floor, Central Market Sector 2B Vasundhara Ghaziabad",0120-4356147,YES,O+
Dev Nandani Hospital Blood Bank,"Near Railway Crossing, Garh Road",0122 3200800,,O+
Rama Medical College and Research Centre Blood Bank ,"Run by Rama Educational Society, Rama Delhi NH-24 [38km milestone] Hapur",0122 2327300,YES,O+
